23015000	9
23016000	14
23017000	14
23018000	7
23019000	25
23020000	6
23021000	17
23022000	25
23023000	18
23024000	23
23025000	12
23026000	21
23027000	13
23028000	29
23029000	24
23030000	33
23031000	9
23032000	20
23033000	24
23034000	17
23035000	10
23036000	22
23037000	38
23038000	22
23039000	8
23040000	31
23041000	29
23042000	25
23043000	28
23044000	28
23045000	25
23046000	13
23047000	15
23048000	22
23049000	26
23050000	11
23051000	23
23052000	15
23053000	12
23054000	17
23055000	13
23056000	12
23057000	21
23058000	14
23059000	21
23060000	22
23061000	11
23062000	12
23063000	19
23064000	12
23065000	25
23066000	24
24001000	19
24002000	37
24003000	25
24004000	31
24005000	31
24006000	30
24007000	34
24008000	22
24009000	26
24010000	25
24011000	23
24012000	17
24013000	27
24014000	22
24015000	21
24016000	21
24017000	27
24018000	23
24019000	15
24020000	18
24021000	14
24022000	30
24023000	40
24024000	10
24025000	38
24026000	24
24027000	22
24028000	17
24029000	32
24030000	24
24031000	40
24032000	44
24033000	26
24034000	22
24035000	19
24036000	32
24037000	21
24038000	28
24039000	18
24040000	16
24041000	18
24042000	22
24043000	13
24044000	30
24045000	5
24046000	28
24047000	7
24048000	47
24049000	39
24050000	46
24051000	64
24052000	34
25001000	22
25002000	22
25003000	66
25004000	22
25005000	22
26001000	28
26002000	10
26003000	27
26004000	17
26005000	17
26006000	14
26007000	27
26008000	18
26009000	11
26010000	22
26011000	25
26012000	28
26013000	23
26014000	23
26015000	8
26016000	63
26017000	24
26018000	32
26019000	14
26020000	49
26021000	32
26022000	31
26023000	49
26024000	27
26025000	17
26026000	21
26027000	36
26028000	26
26029000	21
26030000	26
26031000	18
26032000	32
26033000	33
26034000	31
26035000	15
26036000	38
26037000	28
26038000	23
26039000	29
26040000	49
26041000	26
26042000	20
26043000	27
26044000	31
26045000	25
26046000	24
26047000	23
26048000	35
27001000	21
27002000	49
27003000	30
27004000	37
27005000	31
27006000	28
27007000	28
27008000	27
27009000	27
27010000	21
27011000	45
27012000	13
28001000	11
28002000	23
28003000	5
28004000	19
28005000	15
28006000	11
28007000	16
28008000	14
28009000	17
28010000	15
28011000	12
28012000	14
28013000	16
28014000	9
29001000	20
29002000	32
29003000	21
30001000	15
30002000	16
30003000	15
30004000	13
30005000	27
30006000	14
30007000	17
30008000	14
30009000	15
31001000	21
32001000	17
32002000	10
32003000	10
32004000	11
33001000	16
33002000	13
33003000	12
33004000	13
33005000	15
33006000	16
33007000	20
34001000	15
34002000	13
34003000	19
35001000	17
35002000	20
35003000	19
36001000	18
36002000	15
36003000	20
37001000	15
37002000	23
38001000	21
38002000	13
38003000	10
38004000	14
38005000	11
38006000	15
38007000	14
38008000	23
38009000	17
38010000	12
38011000	17
38012000	14
38013000	9
38014000	21
39001000	14
39002000	17
39003000	18
39004000	6
40001000	25
40002000	23
40003000	17
40004000	25
40005000	48
40006000	34
40007000	29
40008000	34
40009000	38
40010000	42
40011000	30
40012000	50
40013000	58
40014000	36
40015000	39
40016000	28
40017000	27
40018000	35
40019000	30
40020000	34
40021000	46
40022000	46
40023000	39
40024000	51
40025000	46
40026000	75
40027000	66
40028000	20
41001000	45
41002000	28
41003000	35
41004000	41
41005000	43
41006000	56
41007000	37
41008000	38
41009000	50
41010000	52
41011000	33
41012000	44
41013000	37
41014000	72
41015000	47
41016000	20
42001000	80
42002000	52
42003000	38
42004000	44
42005000	39
42006000	49
42007000	50
42008000	56
42009000	62
42010000	42
42011000	54
42012000	59
42013000	35
42014000	35
42015000	32
42016000	31
42017000	37
42018000	43
42019000	48
42020000	47
42021000	38
42022000	71
42023000	56
42024000	53
43001000	51
43002000	25
43003000	36
43004000	54
43005000	47
43006000	71
43007000	53
43008000	59
43009000	41
43010000	42
43011000	57
43012000	50
43013000	38
43014000	31
43015000	27
43016000	33
43017000	26
43018000	40
43019000	42
43020000	31
43021000	25
44001000	26
44002000	47
44003000	26
44004000	37
44005000	42
44006000	15
44007000	60
44008000	40
44009000	43
44010000	48
44011000	30
44012000	25
44013000	52
44014000	28
44015000	41
44016000	40
44017000	34
44018000	28
44019000	41
44020000	38
44021000	40
44022000	30
44023000	35
44024000	27
44025000	27
44026000	32
44027000	44
44028000	31
45001000	32
45002000	29
45003000	31
45004000	25
45005000	21
45006000	23
45007000	25
45008000	39
45009000	33
45010000	21
45011000	36
45012000	21
45013000	14
45014000	23
45015000	33
45016000	27
46001000	31
46002000	16
46003000	23
46004000	21
46005000	13
46006000	20
46007000	40
46008000	13
46009000	27
46010000	33
46011000	34
46012000	31
46013000	13
46014000	40
46015000	58
46016000	24
47001000	24
47002000	17
47003000	18
47004000	18
47005000	21
47006000	18
47007000	16
47008000	24
47009000	15
47010000	18
47011000	33
47012000	21
47013000	14
48001000	24
48002000	21
48003000	29
48004000	31
48005000	26
48006000	18
49001000	23
49002000	22
49003000	21
49004000	32
49005000	33
49006000	24
50001000	30
50002000	30
50003000	21
50004000	23
51001000	29
51002000	23
51003000	25
51004000	18
52001000	10
52002000	20
52003000	13
52004000	18
52005000	28
53001000	12
53002000	17
53003000	18
54001000	20
54002000	15
54003000	16
54004000	16
54005000	25
54006000	21
55001000	18
55002000	26
55003000	17
55004000	22
56001000	16
56002000	15
56003000	15
57001000	25
58001000	14
58002000	18
58003000	19
58004000	16
58005000	14
58006000	20
58007000	28
58008000	13
58009000	28
58010000	39
58011000	40
58012000	29
58013000	25
59001000	27
59002000	26
59003000	18
59004000	17
59005000	20
60001000	25
60002000	25
60003000	22
60004000	19
60005000	14
61001000	21
61002000	22
61003000	18
62001000	10
62002000	29
62003000	24
62004000	21
62005000	21
63001000	13
64001000	15
65001000	25
66001000	20
66002000	29
66003000	22
66004000	11
66005000	14
66006000	17
66007000	17
66008000	13
66009000	21
66010000	11
66011000	19
66012000	17
66013000	18
66014000	20
66015000	8
66016000	21
66017000	18
66018000	24
66019000	21
66020000	15
66021000	27
66022000	21
