1001000	31
1002000	25
1003000	24
1004000	26
1005000	32
1006000	22
1007000	24
1008000	22
1009000	29
1010000	32
1011000	32
1012000	20
1013000	18
1014000	24
1015000	21
1016000	16
1017000	27
1018000	33
1019000	38
1020000	18
1021000	34
1022000	24
1023000	20
1024000	67
1025000	34
1026000	35
1027000	46
1028000	22
1029000	35
1030000	43
1031000	55
1032000	32
1033000	20
1034000	31
1035000	29
1036000	43
1037000	36
1038000	30
1039000	23
1040000	23
1041000	57
1042000	38
1043000	34
1044000	34
1045000	28
1046000	34
1047000	31
1048000	22
1049000	33
1050000	26
2001000	22
2002000	25
2003000	22
2004000	31
2005000	23
2006000	30
2007000	25
2008000	32
2009000	35
2010000	29
2011000	10
2012000	51
2013000	22
2014000	31
2015000	27
2016000	36
2017000	16
2018000	27
2019000	25
2020000	26
2021000	36
2022000	31
2023000	33
2024000	18
2025000	40
2026000	37
2027000	21
2028000	43
2029000	46
2030000	38
2031000	18
2032000	35
2033000	23
2034000	35
2035000	35
2036000	38
2037000	29
2038000	31
2039000	43
2040000	38
3001000	17
3002000	16
3003000	17
3004000	35
3005000	19
3006000	30
3007000	38
3008000	36
3009000	24
3010000	20
3011000	47
3012000	8
3013000	59
3014000	57
3015000	33
3016000	34
3017000	16
3018000	30
3019000	37
3020000	27
3021000	24
3022000	33
3023000	44
3024000	23
3025000	55
3026000	46
3027000	34
4001000	54
4002000	34
4003000	51
4004000	49
4005000	31
4006000	27
4007000	89
4008000	26
4009000	23
4010000	36
4011000	35
4012000	16
4013000	33
4014000	45
4015000	41
4016000	50
4017000	13
4018000	32
4019000	22
4020000	29
4021000	35
4022000	41
4023000	30
4024000	25
4025000	18
4026000	65
4027000	23
4028000	31
4029000	40
4030000	16
4031000	54
4032000	42
4033000	56
4034000	29
4035000	34
4036000	13
5001000	46
5002000	37
5003000	29
5004000	49
5005000	33
5006000	25
5007000	26
5008000	20
5009000	29
5010000	22
5011000	32
5012000	32
5013000	18
5014000	29
5015000	23
5016000	22
5017000	20
5018000	22
5019000	21
5020000	20
5021000	23
5022000	30
5023000	25
5024000	22
5025000	19
5026000	19
5027000	26
5028000	68
5029000	29
5030000	20
5031000	30
5032000	52
5033000	29
5034000	12
6001000	18
6002000	24
6003000	17
6004000	24
6005000	15
6006000	27
6007000	26
6008000	35
6009000	27
6010000	43
6011000	23
6012000	24
6013000	33
6014000	15
6015000	63
6016000	10
6017000	18
6018000	28
6019000	51
6020000	9
6021000	45
6022000	34
6023000	16
6024000	33
7001000	36
7002000	23
7003000	31
7004000	24
7005000	31
7006000	40
7007000	25
7008000	35
7009000	57
7010000	18
7011000	40
7012000	15
7013000	25
7014000	20
7015000	20
7016000	31
7017000	13
7018000	31
7019000	30
7020000	48
7021000	25
8001000	22
8002000	23
8003000	18
8004000	22
9001000	28
9002000	36
9003000	21
9004000	22
9005000	12
9006000	21
9007000	17
9008000	22
9009000	27
9010000	27
9011000	15
9012000	25
9013000	23
9014000	52
9015000	35
9016000	23
9017000	58
9018000	30
9019000	24
9020000	42
9021000	15
9022000	23
9023000	29
9024000	22
9025000	44
9026000	25
9027000	12
9028000	25
9029000	11
9030000	31
9031000	13
10001000	27
10002000	32
10003000	39
10004000	12
10005000	25
10006000	23
10007000	29
10008000	18
10009000	13
10010000	19
10011000	27
10012000	31
10013000	39
10014000	33
10015000	37
10016000	23
10017000	29
10018000	33
10019000	43
10020000	26
10021000	22
10022000	51
10023000	39
10024000	25
11001000	53
11002000	46
11003000	28
11004000	34
11005000	18
11006000	38
11007000	51
11008000	66
11009000	28
11010000	29
11011000	43
11012000	33
11013000	34
11014000	31
11015000	34
11016000	34
11017000	24
11018000	46
11019000	21
11020000	43
11021000	29
11022000	53
12001000	18
12002000	25
12003000	27
12004000	44
12005000	27
12006000	33
12007000	20
12008000	29
12009000	37
12010000	36
12011000	21
12012000	21
12013000	25
12014000	29
12015000	38
12016000	20
12017000	41
12018000	37
12019000	37
12020000	21
12021000	26
12022000	20
12023000	37
12024000	20
12025000	30
13001000	54
13002000	55
13003000	24
13004000	43
13005000	26
13006000	81
13007000	40
13008000	40
13009000	44
13010000	14
13011000	47
13012000	40
13013000	14
13014000	17
13015000	29
13016000	43
13017000	27
13018000	17
13019000	19
13020000	8
13021000	30
13022000	19
13023000	32
13024000	31
13025000	31
13026000	32
13027000	34
13028000	21
13029000	30
14001000	17
14002000	18
14003000	17
14004000	22
14005000	14
14006000	42
14007000	22
14008000	18
14009000	31
14010000	19
14011000	23
14012000	16
14013000	22
14014000	15
14015000	19
14016000	14
14017000	19
14018000	34
14019000	11
14020000	37
14021000	20
14022000	12
14023000	21
14024000	27
14025000	28
14026000	23
14027000	9
14028000	27
14029000	36
14030000	27
14031000	21
14032000	33
14033000	25
14034000	33
14035000	27
14036000	23
15001000	11
15002000	70
15003000	13
15004000	24
15005000	17
15006000	22
15007000	28
15008000	36
15009000	15
15010000	44
16001000	11
16002000	20
16003000	32
16004000	23
16005000	19
16006000	19
16007000	73
16008000	18
16009000	38
16010000	39
16011000	36
16012000	47
16013000	31
17001000	22
17002000	23
17003000	15
17004000	17
17005000	14
17006000	14
17007000	10
17008000	17
17009000	32
17010000	3
18001000	22
18002000	13
18003000	26
18004000	21
18005000	27
18006000	30
18007000	21
18008000	22
18009000	35
18010000	22
18011000	20
18012000	25
18013000	28
18014000	22
18015000	35
18016000	22
18017000	16
18018000	21
18019000	29
18020000	29
18021000	34
18022000	30
18023000	17
18024000	25
18025000	6
18026000	14
18027000	23
18028000	28
18029000	25
18030000	31
18031000	40
18032000	22
18033000	33
18034000	37
18035000	16
18036000	33
18037000	24
18038000	41
18039000	30
18040000	24
18041000	34
18042000	17
19001000	6
19002000	12
19003000	8
19004000	8
19005000	12
19006000	10
19007000	17
19008000	9
19009000	20
19010000	18
19011000	7
19012000	8
19013000	6
19014000	7
19015000	5
19016000	11
19017000	15
19018000	50
19019000	14
19020000	9
19021000	13
19022000	31
19023000	6
19024000	10
19025000	22
19026000	12
19027000	14
19028000	9
19029000	11
19030000	12
19031000	24
19032000	11
19033000	22
19034000	22
19035000	28
19036000	12
19037000	40
19038000	22
19039000	13
19040000	17
19041000	13
19042000	11
19043000	5
19044000	26
19045000	17
19046000	11
19047000	9
19048000	14
19049000	20
19050000	23
19051000	19
19052000	9
19053000	6
19054000	7
19055000	23
19056000	13
19057000	11
19058000	11
19059000	17
19060000	12
19061000	8
19062000	12
19063000	11
19064000	10
19065000	13
19066000	20
19067000	7
19068000	35
19069000	36
19070000	5
19071000	24
19072000	20
19073000	28
19074000	23
19075000	10
19076000	12
19077000	20
19078000	72
19079000	13
19080000	19
19081000	16
19082000	8
19083000	18
19084000	12
19085000	13
19086000	17
19087000	7
19088000	18
19089000	52
19090000	17
19091000	16
19092000	15
19093000	5
19094000	23
19095000	11
19096000	13
19097000	12
19098000	9
19099000	9
19100000	5
19101000	8
19102000	28
19103000	22
19104000	35
19105000	45
19106000	48
19107000	43
19108000	13
19109000	31
19110000	7
19111000	10
19112000	10
19113000	9
19114000	8
19115000	18
19116000	19
19117000	2
19118000	29
19119000	176
19120000	7
19121000	8
19122000	9
19123000	4
19124000	8
19125000	5
19126000	6
19127000	5
19128000	6
19129000	8
19130000	8
19131000	3
19132000	18
19133000	3
19134000	3
19135000	21
19136000	26
19137000	9
19138000	8
19139000	24
19140000	13
19141000	10
19142000	7
19143000	12
19144000	15
19145000	21
19146000	10
19147000	20
19148000	14
19149000	9
19150000	6
20001000	33
20002000	22
20003000	35
20004000	27
20005000	23
20006000	35
20007000	27
20008000	36
20009000	18
20010000	32
20011000	31
20012000	28
20013000	25
20014000	35
20015000	33
20016000	33
20017000	28
20018000	24
20019000	29
20020000	30
20021000	31
20022000	29
20023000	35
20024000	34
20025000	28
20026000	28
20027000	27
20028000	28
20029000	27
20030000	33
20031000	31
21001000	18
21002000	26
21003000	22
21004000	16
21005000	20
21006000	12
21007000	29
21008000	17
21009000	18
21010000	20
21011000	10
21012000	14
22001000	17
22002000	17
22003000	11
22004000	16
22005000	16
22006000	13
22007000	13
22008000	14
23001000	31
23002000	22
23003000	26
23004000	6
23005000	30
23006000	13
23007000	25
23008000	22
23009000	21
23010000	34
23011000	16
23012000	6
23013000	22
23014000	32
